1498948661,4.2,4.28,3.24,3.4
1498948692,4.2,4.28,3.24,3.4
1498948723,4.12,4.2,3.24,3.4
1498948754,4.12,4.2,3.24,3.4
1498948784,4.12,4.2,3.24,3.4
1498948815,4.12,4.2,3.24,3.4
1498948845,4.12,4.2,3.24,3.4
1498948876,4.12,4.2,3.24,3.4
1498948907,4.12,4.2,3.24,3.4
1498948938,4.12,4.2,3.24,3.4
1498948968,4.12,4.2,3.24,3.4
1498948999,4.12,4.2,3.24,3.4
1498949029,4.12,4.2,3.24,3.4
1498949059,4.12,4.2,3.24,3.4
1498949089,4.12,4.2,3.24,3.4
1498949120,4.12,4.2,3.24,3.4
1498949150,4.12,4.2,3.24,3.4
1498949180,4.12,4.2,3.24,3.4
1498949210,4.12,4.2,3.24,3.4
1498949241,4.12,4.2,3.2,3.4
1498949271,4.12,4.2,3.24,3.4
1498949301,4.12,4.2,3.24,3.4
1498949332,4.12,4.2,3.24,3.44
1498949363,4.12,4.2,3.24,3.4
1498949393,4.12,4.2,3.24,3.44
1498949423,4.12,4.2,3.24,3.4
1498949454,4.12,4.2,3.24,3.4
1498949484,4.12,4.2,3.24,3.4
1498949515,4.08,4.2,3.24,3.44
1498949546,4.08,4.2,3.24,3.44
1498949576,4.08,4.2,3.24,3.4
1498949606,4.08,4.2,3.24,3.4
1498949637,4.08,4.2,3.24,3.4
1498949667,4.08,4.2,3.24,3.4
1498949698,4.12,4.2,3.24,3.4
1498949729,4.08,4.2,3.24,3.44
1498949759,4.08,4.2,3.24,3.4
1498949789,4.08,4.2,3.2,3.4
1498949820,4.08,4.2,3.24,3.44
1498949851,4.08,4.2,3.2,3.44
1498949881,4.08,4.2,3.24,3.4
1498949911,4.08,4.2,3.24,3.4
1498949942,4.08,4.16,3.24,3.4
1498949973,4.08,4.16,3.24,3.4
1498950003,4.08,4.16,3.24,3.4
1498950034,4.08,4.16,3.24,3.44
1498950064,4.08,4.16,3.24,3.4
1498950095,4.08,4.16,3.24,3.4
1498950126,4.08,4.16,3.2,3.4
1498950156,4.08,4.16,3.24,3.4
1498950186,4.08,4.16,3.24,3.4
1498950216,4.08,4.16,3.24,3.44
1498950247,4.08,4.16,3.24,3.44
1498950277,4.08,4.16,3.24,3.4
1498950308,4.08,4.16,3.24,3.4
1498950339,4.08,4.16,3.24,3.4
1498950369,4.08,4.16,3.24,3.4
1498950400,4.08,4.16,3.24,3.44
1498950431,4.08,4.16,3.24,3.4
1498950461,4.08,4.16,3.24,3.4
1498950491,4.08,4.16,3.24,3.4
1498950522,4.08,4.16,3.24,3.4
1498950553,4.08,4.16,3.24,3.4
1498950583,4.08,4.16,3.24,3.4
1498950614,4.08,4.16,3.24,3.4
1498950644,4.08,4.16,3.24,3.4
1498950674,4.08,4.16,3.24,3.4
1498950705,4.08,4.16,3.24,3.4
1498950735,4.08,4.16,3.24,3.4
1498950766,4.08,4.16,3.24,3.4
1498950797,4.08,4.16,3.24,3.4
1498950827,4.08,4.16,3.24,3.4
1498950857,4.08,4.16,3.2,3.4
1498950887,4.04,4.16,3.24,3.4
1498950918,4.08,4.16,3.24,3.4
1498950948,4.04,4.16,3.24,3.4
1498950978,4.08,4.16,3.24,3.4
1498951008,4.08,4.16,3.24,3.4
1498951039,4.08,4.16,3.2,3.44
1498951070,4.04,4.16,3.24,3.4
1498951100,4.04,4.16,3.24,3.4
1498951131,4.04,4.16,3.24,3.4
1498951161,4.04,4.16,3.24,3.44
1498951192,4.04,4.16,3.24,3.4
1498951222,4.04,4.16,3.24,3.4
1498951253,4.04,4.16,3.24,3.4
1498951283,4.04,4.16,3.2,3.4
1498951313,4.04,4.16,3.24,3.4
1498951344,4.04,4.12,3.24,3.4
1498951374,4.04,4.16,3.24,3.4
1498951405,4.04,4.16,3.24,3.4
1498951435,4.04,4.16,3.2,3.4
1498951465,4.04,4.12,3.24,3.4
1498951496,4.04,4.16,3.24,3.4
1498951527,4.04,4.12,3.24,3.4
1498951557,4.04,4.12,3.24,3.4
1498951588,4.04,4.12,3.2,3.4
1498951618,4.04,4.12,3.24,3.4
1498951649,4.04,4.12,3.24,3.4
1498951679,4.04,4.12,3.24,3.4
1498951710,4.04,4.12,3.24,3.4
1498951741,4.04,4.12,3.24,3.4
1498951771,4.04,4.12,3.2,3.4
1498951802,4.04,4.12,3.24,3.4
1498951832,4.04,4.12,3.24,3.4
1498951862,4.04,4.12,3.24,3.44
1498951892,4.04,4.12,3.24,3.44
1498951923,4.04,4.12,3.24,3.4
1498951953,4.04,4.12,3.24,3.44
1498951984,4.04,4.12,3.24,3.44
1498952014,4.04,4.12,3.24,3.4
1498952044,4.04,4.12,3.24,3.44
1498952074,4.04,4.12,3.24,3.4
1498952105,4.04,4.12,3.24,3.4
1498952135,4.04,4.12,3.2,3.4
1498952166,4.04,4.12,3.24,3.4
1498952196,4.04,4.12,3.24,3.4
1498952227,4.04,4.12,3.24,3.4
1498952257,4.04,4.12,3.24,3.4
1498952287,4.04,4.12,3.24,3.4
1498952318,4.04,4.12,3.24,3.4
1498952348,4.04,4.12,3.24,3.4
1498952378,4.04,4.12,3.24,3.4
1498952408,4.04,4.12,3.24,3.4
1498952439,4.04,4.12,3.24,3.4
1498952469,4.04,4.12,3.24,3.4
1498952500,4.04,4.12,3.24,3.4
1498952530,4.04,4.12,3.24,3.4
1498952560,4.04,4.12,3.24,3.4
1498952590,4.04,4.12,3.24,3.4
1498952621,4.04,4.12,3.24,3.4
1498952651,4.04,4.12,3.24,3.4
1498952682,4.04,4.12,3.24,3.4
